2020-10-20T22:39:28.100958+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233567370,mp4,ddppjwaxl
2020-10-20T22:39:28.223268+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233567526,mp4,ddppjwaxl
2020-10-20T22:39:28.606655+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233567763,mp4,ddppjwaxl
2020-10-20T22:39:28.692011+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233568012,mp4,ddppjwaxl
2020-10-20T22:39:28.998177+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233568211,mp4,ddppjwaxl
2020-10-20T22:39:29.077492+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233568397,mp4,ddppjwaxl
2020-10-20T22:39:29.161374+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233568478,mp4,ddppjwaxl
2020-10-20T22:39:29.247378+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233568565,mp4,ddppjwaxl
2020-10-20T22:39:33.793142+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233572966,mp4,ddppjwaxl
2020-10-20T22:39:33.890397+00:00,app[web.1]:,AB_TESTING:,A,1603233573833,0,0,qmgwieqhde
2020-10-20T22:39:35.050305+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233574368,mp3,ddppjwaxl
2020-10-20T22:39:35.839400+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233575160,mp2,ddppjwaxl
2020-10-20T22:39:36.692565+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233576002,mp1,ddppjwaxl
2020-10-20T22:39:37.662494+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233576982,mp1,ddppjwaxl
2020-10-20T22:39:37.870047+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233577192,mp1,ddppjwaxl
2020-10-20T22:39:38.065210+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233577386,mp1,ddppjwaxl
2020-10-20T22:39:38.266096+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233577582,mp1,ddppjwaxl
2020-10-20T22:39:38.413604+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233577736,mp1,ddppjwaxl
2020-10-20T22:39:38.617377+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233577932,mp1,ddppjwaxl
2020-10-20T22:39:38.786004+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233578102,mp1,ddppjwaxl
2020-10-20T22:39:38.980253+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233578298,mp1,ddppjwaxl
2020-10-20T22:39:39.130833+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233578448,mp1,ddppjwaxl
2020-10-20T22:39:39.293449+00:00,app[web.1]:,AB_TESTING:,B,1603233550506,1603233578616,mp1,ddppjwaxl
